14.767083,8.568262,42.525381,92.839938,71.677844,51.62256,106.020968,70.366475,70.573071,110.008654,73.17427,72.26692,110.65294,73.882234,71.539363,0.000000
15.175025,8.32418,14.802102,94.366059,71.831912,54.626653,108.04059,69.591241,72.555963,111.513144,71.172275,71.419434,112.748049,69.356788,71.673418,0.000000
15.178253,8.798939,23.525111,91.812009,72.653455,51.349661,107.583583,70.290264,75.47497,111.650969,72.537091,74.769966,112.055504,72.75758,71.148772,0.000000
14.939166,8.468111,35.415341,94.331375,71.762956,53.206888,109.162751,69.217039,75.510181,112.679479,71.590784,75.599615,113.39259,71.618709,70.895724,0.000000
13.873771,8.254538,33.444785,92.557393,73.365138,54.297952,109.306131,69.111925,76.619261,113.207456,70.74668,73.74585,112.480023,71.078906,67.569721,0.000000
14.00059,8.015131,37.43893,92.765327,72.816374,53.374077,109.406793,68.166414,77.376691,112.763049,70.818137,74.536249,114.273121,69.865939,69.392434,0.000000
13.962496,7.86691,44.562481,93.717013,72.016379,54.102724,108.721132,70.289151,78.807047,111.731409,73.343065,73.850418,112.395226,73.493245,68.788389,0.000000
13.69406,8.904081,39.602954,95.541995,72.415767,58.073549,109.351882,71.367852,81.614554,111.864354,73.560372,73.946918,110.817316,74.650785,68.981682,0.000000
14.269618,8.984912,31.329711,92.738946,72.465562,53.893768,106.820542,70.845698,77.400072,109.253762,73.208076,71.608303,109.334731,73.188511,67.482004,0.000000
14.59216,9.056484,39.613234,90.463779,73.311249,48.258708,107.121417,70.308437,75.4885,110.09548,73.762024,71.535036,112.149691,73.442953,68.117953,0.000000
14.087871,8.706747,34.164763,93.680926,72.153762,53.702936,109.45504,69.369883,76.787086,113.042385,71.775358,73.36954,114.91066,69.344054,67.910031,0.000000
14.544301,9.779578,30.297509,92.014899,71.786864,51.917064,108.866322,68.096456,80.818453,111.723397,71.165824,73.219203,111.75075,71.492071,68.804907,0.000000
14.658812,9.16646,26.656208,93.449344,72.036219,50.045012,109.10791,69.182902,76.557543,112.387849,72.16735,72.397543,113.168017,72.026969,68.256815,0.000000
16.088026,9.549589,22.829232,92.485792,72.042807,53.313919,107.919541,69.338163,80.345138,110.720139,72.360111,74.620856,109.77515,73.322652,69.209468,0.000000
16.780999,9.957989,24.334823,92.267699,73.264515,52.645206,107.366057,70.449517,76.207384,109.477149,73.882593,71.002244,109.963588,73.937156,65.518517,0.000000
16.508551,9.77166,10.565891,92.590309,73.512321,51.40947,108.007474,70.213488,71.37774,110.218233,73.241615,69.517332,110.58825,74.166684,68.878884,0.000000
16.370472,10.857032,5.947811,90.937385,73.784071,48.943867,106.918303,70.230534,71.510575,110.346272,73.261787,67.685813,111.294668,73.005517,66.152546,0.000000
16.580137,9.853545,14.695353,93.1375,70.962116,46.325671,107.708643,68.165523,65.693217,111.532301,70.90683,65.121129,114.046448,69.404899,66.416902,0.000000
15.662847,9.336238,31.050379,92.262054,73.09134,51.809531,107.683726,70.703865,73.510621,111.37331,73.258314,71.539704,113.139312,72.099564,69.338386,0.000000
15.518552,9.948525,16.245863,90.878857,73.291677,48.52236,106.988375,70.579844,71.613812,111.461945,72.41783,69.901076,112.507009,71.327908,67.337226,0.000000
16.261253,9.272532,26.151063,92.077432,72.689494,50.238705,105.972936,71.657635,72.728368,110.06202,74.233664,72.027368,110.315632,74.497513,68.830541,0.000000
15.417651,9.486825,30.783053,92.069362,73.40714,50.421057,108.602244,70.191778,76.839851,111.516812,73.195795,71.586282,112.969422,71.990924,66.82363,0.000000
15.670011,9.406212,20.873715,92.014003,72.380172,47.073594,107.107217,70.448121,67.853702,110.115896,73.713901,66.130823,110.95385,73.634347,65.220913,0.000000
16.182026,9.205224,38.315521,91.856351,73.053287,50.751475,107.40238,70.492071,75.931564,109.553635,73.893639,70.35488,110.050856,73.191699,63.955673,0.000000
16.15512,9.200527,17.016034,91.423808,74.201729,53.981452,108.219935,69.938305,79.175058,111.836643,72.249363,75.449124,113.587105,70.234461,71.2563,0.000000
15.908025,9.688161,22.011527,91.746122,72.541997,48.062566,107.209719,69.558728,69.757439,111.852226,71.315499,67.636855,114.937797,68.926586,66.410843,0.000000
16.729716,9.908846,12.092915,91.103141,73.542835,48.634527,108.988344,69.476869,74.428916,113.707863,71.426474,72.18546,114.618946,71.372175,71.123269,0.000000
14.303812,9.392748,34.722617,92.462349,71.870198,53.96347,108.568863,68.899405,81.463357,111.943498,71.275336,76.106173,112.173435,71.606061,71.727386,0.000000
14.732579,9.288222,36.750622,92.174045,72.504009,50.897548,109.645636,68.903272,77.225947,114.689686,70.35071,73.847045,117.116168,68.050154,69.746642,0.000000
12.860344,9.989166,43.426197,90.474096,73.295864,50.235555,109.534232,68.469408,80.188067,114.602419,69.856044,74.635635,116.161579,67.669513,70.036021,0.000000
14.101428,9.870839,51.14972,92.154652,72.422141,50.721118,109.266855,68.771465,79.644575,112.646537,70.648653,74.972813,113.064928,69.610961,70.130629,0.000000
15.424385,10.863712,31.293656,90.621514,72.30844,49.730321,109.155824,67.477856,81.386491,112.233934,70.352453,75.787801,112.695551,69.75294,69.583782,0.000000
15.421838,10.622454,30.205363,92.347454,72.415776,50.628231,109.452766,68.626694,79.65902,111.129977,72.899789,71.848815,111.015775,74.002059,67.462755,0.000000
13.57438,10.0585,50.654138,93.973199,71.001913,49.74915,111.341988,66.059494,73.901661,114.575676,69.290688,72.254396,116.764118,68.62665,68.981583,0.000000
17.503081,9.777458,40.519114,92.397179,73.054656,50.085654,112.537677,65.785386,76.093101,115.895285,68.778232,71.889879,118.207391,67.013851,66.125272,0.000000
17.650703,10.138844,35.936693,93.568773,72.516307,51.070784,113.938016,64.653588,76.65848,117.524585,67.40113,74.95938,120.562165,65.755958,69.349682,0.000000
15.012207,10.322058,55.329683,92.348959,73.663591,53.666124,112.301939,66.118574,80.3223,115.916418,69.057316,77.248975,118.387582,68.591628,70.18015,0.000000
16.645759,9.183471,65.40229,94.984792,71.555297,53.603566,115.017645,63.189219,79.148232,118.104118,65.8559,76.132997,120.961938,64.729992,69.034245,0.000000
18.279085,10.093594,59.303985,93.297148,73.136573,52.571214,114.404298,64.406186,78.32981,117.276075,68.207893,76.168607,121.971101,65.850564,73.478346,0.000000
17.350029,9.743619,58.838936,93.960775,71.980974,53.173238,115.569174,62.7219,79.764752,119.738307,65.155513,76.181133,123.773187,62.636908,68.702859,0.000000
